SRA run accession number	tissue	MR1:NM_001195000 normalized count	MR1:NM_001531 normalized count	NM_001531:NM_001195000 ratio
SRR1386967	Blood	18.0958	4.52395	0.125
SRR1453769	Esophagus	33.1964	8.60647	0.12963
SRR599059	Lung	27.5901	7.0946	0.128571
SRR1329687	Colon	7.57074	1.68239	0.111111
SRR1491275	Thyroid	17.8113	4.45283	0.125
SRR1401860	Vagina	17.7678	4.44194	0.125
SRR1434417	Nerve	24.6679	6.31038	0.127907
SRR1415153	Blood Vessel	43.4744	11.4031	0.131147
SRR1477732	Colon	7.51581	1.67018	0.111111
SRR1081068	Colon	9.08091	2.09559	0.115384
SRR1101669	Blood Vessel	26.4583	6.80357	0.128572
SRR1430525	Muscle	9.07368	2.09393	0.115385
SRR1367410	Colon	9.06329	2.09153	0.115385
SRR1365918	Esophagus	17.3255	4.33137	0.125
SRR1086349	Blood Vessel	41.1635	10.797	0.131148
SRR1350813	Blood Vessel	17.2282	4.30704	0.125
SRR1353499	Skin	17.2261	4.30651	0.125
SRR1414515	Liver	3.48548	0.580914	0.0833334
SRR1105198	Adipose Tissue	7.43544	1.65232	0.111111
SRR1380569	Testis	5.11214	1.02243	0.1
SRR1398114	Adrenal Gland	30.3107	7.85832	0.129629
SRR1452222	Colon	17.0942	4.27356	0.125
SRR1073483	Uterus	17.0398	4.25995	0.125
SRR1443695	Thyroid	17.0303	4.25758	0.125
SRR1336048	Nerve	8.9613	2.06799	0.115384
SRR1407969	Skin	16.9292	4.2323	0.125
SRR1360502	Nerve	8.93062	2.06091	0.115384
SRR1319443	Blood Vessel	31.4553	8.17838	0.13
SRR1430398	Skin	8.9245	2.0595	0.115385
SRR1360478	Adipose Tissue	8.87982	2.04919	0.115385
SRR1447347	Lung	23.5775	6.04551	0.128205
SRR1322960	Skin	22.6109	5.78419	0.127907
SRR1317001	Thyroid	24.5938	6.32413	0.128572
SRR1452842	Pituitary	10.7347	2.55588	0.119048
SRR1336314	Liver	8.82263	2.03599	0.115385
SRR1084698	Esophagus	24.3178	6.25315	0.128571
SRR1332117	Skin	16.256	4.06399	0.125
SRR627419	Blood	5.02454	1.00491	0.1
SRR1076559	Nerve	8.68526	2.00429	0.115385
SRR1410979	Small Intestine	28.7213	7.46753	0.13
SRR1452652	Skin	34.9815	9.17548	0.131148
SRR1359410	Nerve	22.3215	5.72346	0.128205
SRR1476719	Lung	23.3314	5.9995	0.128571
SRR1478171	Skin	22.1834	5.68805	0.128205
SRR1384852	Heart	7.17827	1.59517	0.111111
SRR1415895	Brain	7.17432	1.59429	0.111111
SRR1485740	Adipose Tissue	15.8733	3.96834	0.125
SRR1069802	Heart	1.3318	0	0
SRR1442966	Small Intestine	21.9624	5.6314	0.128205
SRR1435460	Small Intestine	11.0044	2.64105	0.12
SRR663681	Brain	3.41415	0.569024	0.0833332
SRR657018	Breast	11.4427	2.76204	0.12069
SRR606939	Heart	1.33037	0	0
SRR1343698	Colon	21.6469	5.55048	0.128205
SRR1381306	Stomach	21.5347	5.52171	0.128205
SRR1387222	Muscle	3.4026	0.5671	0.0833333
SRR1334889	Muscle	7.08759	1.57502	0.111111
SRR1437390	Adipose Tissue	15.4664	3.8666	0.125
SRR1076268	Stomach	23.55	6.07741	0.129032
SRR1100965	Esophagus	15.3946	3.84866	0.125
SRR1417483	Muscle	1.32692	0	0
SRR656397	Nerve	10.196	2.42762	0.119048
SRR1453851	Brain	4.92315	0.984629	0.0999999
SRR1094123	Esophagus	15.2523	3.81307	0.125
SRR1432253	Adipose Tissue	21.5428	5.53958	0.128571
SRR815208	Breast	24.576	6.37156	0.12963
SRR1466421	Nerve	6.99672	1.55483	0.111111
SRR1386865	Esophagus	30.6311	8.03438	0.131147
SRR1313473	Skin	29.6094	7.75484	0.130952
SRR1076779	Heart	6.98361	1.55191	0.111111
SRR1341499	Esophagus	14.9543	3.73857	0.125
SRR1418650	Thyroid	20.8965	5.3734	0.128572
SRR1361860	Skin	21.6594	5.58952	0.129032
SRR1099260	Blood	23.32	6.04593	0.12963
SRR1310735	Muscle	1.31932	0	0
SRR1472347	Esophagus	20.452	5.25907	0.128571
SRR1391444	Skin	48.7237	13.0308	0.133721
SRR615575	Skin	14.5698	3.64246	0.125
SRR1320650	Vagina	8.2089	1.89436	0.115385
SRR1079306	Esophagus	14.5298	3.63246	0.125
SRR1328551	Esophagus	21.463	5.53883	0.129032
SRR1436262	Small Intestine	6.87448	1.52766	0.111111
SRR1367024	Breast	14.5237	3.63093	0.125
SRR1332879	Skin	14.416	3.60399	0.125
SRR1400159	Breast	14.3709	3.59273	0.125
SRR1459866	Breast	21.0949	5.44385	0.129032
SRR1403344	Ovary	14.3467	3.58667	0.125
SRR1367172	Colon	6.82738	1.5172	0.111111
SRR1338195	Blood Vessel	19.8372	5.10101	0.128572
SRR1435901	Brain	3.33111	0.555185	0.0833333
SRR1309160	Adipose Tissue	14.231	3.55776	0.125
SRR614887	Blood Vessel	24.5923	6.41537	0.130435
SRR1357672	Skin	20.6065	5.31781	0.129032
SRR1407273	Thyroid	26.3449	6.89985	0.130952
SRR1473385	Stomach	6.77739	1.50609	0.111111
SRR2164847	Heart	6.20702	1.34935	0.108695
SRR1322747	Adrenal Gland	32.7922	8.68029	0.132353
SRR1392813	Heart	8.04299	1.85608	0.115385
SRR1334338	Heart	1.3126	0	0
SRR1090881	Blood Vessel	14.0068	3.5017	0.125
SRR1435602	Skin	39.1793	10.4478	0.133333
SRR1499917	Skin	35.1535	9.33765	0.132813
SRR1102923	Esophagus	13.902	3.4755	0.125
SRR1433452	Blood Vessel	28.0545	7.38277	0.131579
SRR1370720	Esophagus	27.877	7.33607	0.131579
SRR1453971	Lung	30.1553	7.96554	0.132075
SRR1084154	Small Intestine	13.828	3.45699	0.125
SRR1469432	Blood Vessel	42.0199	11.2448	0.133803
SRR1433107	Nerve	13.7392	3.43479	0.125
SRR1490160	Skin	19.7789	5.10423	0.129032
SRR1444954	Heart	13.7147	3.42869	0.125001
SRR1364761	Blood Vessel	24.9345	6.53047	0.130952
SRR1440787	Pancreas	1.3081	0	0
SRR1384163	Esophagus	19.5668	5.04951	0.129033
SRR603036	Thyroid	20.9057	5.41999	0.129629
SRR1471477	Adipose Tissue	13.5703	3.39257	0.125
SRR1379198	Adipose Tissue	6.64157	1.47591	0.111112
SRR1317305	Heart	3.28682	0.547804	0.0833334
SRR1094482	Skin	26.6083	7.00217	0.131579
SRR1440809	Colon	4.71075	0.942149	0.0999999
SRR1413787	Skin	18.4101	4.73403	0.128572
SRR1323043	Brain	3.28071	0.546785	0.0833333
SRR1433215	Small Intestine	13.427	3.35675	0.125
SRR1376334	Blood Vessel	29.5725	7.82801	0.132353
SRR1083337	Vagina	20.4117	5.29191	0.129629
SRR1421284	Blood Vessel	25.8909	6.8134	0.131579
SRR1479062	Prostate	7.79192	1.79813	0.115384
SRR1468226	Uterus	20.1311	5.21917	0.12963
SRR1321897	Salivary Gland	9.23075	2.1978	0.119048
SRR1322864	Nerve	6.55934	1.45763	0.111111
SRR1083149	Stomach	6.558	1.45733	0.111111
SRR1339880	Blood Vessel	13.2073	3.30183	0.125
SRR1417749	Stomach	13.1691	3.29228	0.125
SRR1358826	Brain	7.7394	1.78602	0.115385
SRR1362928	Colon	19.8127	5.13664	0.12963
SRR1354071	Blood Vessel	43.6728	11.7581	0.134616
SRR1456469	Small Intestine	18.5746	4.79343	0.129032
SRR1378199	Small Intestine	7.71534	1.78046	0.115384
SRR1456567	Heart	13.0256	3.2564	0.125
SRR1374543	Uterus	13.0022	3.25055	0.125
SRR1093721	Adrenal Gland	37.7366	10.1245	0.134147
SRR1358520	Blood Vessel	19.3462	5.01568	0.12963
SRR1441464	Heart	12.8588	3.21469	0.125
SRR1480408	Skin	24.1724	6.36116	0.131579
SRR1430444	Skin	25.8084	6.81731	0.132075
SRR1429979	Ovary	12.8242	3.20605	0.125
SRR1378903	Breast	22.1513	5.80152	0.130952
SRR1413349	Skin	25.6648	6.77938	0.132075
SRR1476927	Lung	37.4833	10.0701	0.134328
SRR1478812	Heart	12.7551	3.18877	0.125
SRR1473714	Adipose Tissue	12.7467	3.18668	0.125
SRR1430658	Esophagus	23.7639	6.25365	0.131579
SRR1388281	Breast	6.41878	1.4264	0.111111
SRR614287	Nerve	18.6446	4.8338	0.12963
SRR1361050	Thyroid	18.6376	4.83197	0.12963
SRR1317513	Blood Vessel	38.1319	10.2663	0.134616
SRR1454891	Blood Vessel	29.9445	7.9852	0.133333
SRR613533	Adipose Tissue	12.5259	3.13148	0.125
SRR1457245	Breast	12.5241	3.13102	0.125
SRR1323558	Skin	16.6346	4.27747	0.128571
SRR1356078	Ovary	7.49059	1.7286	0.115385
SRR811193	Stomach	8.24083	1.93902	0.117647
SRR1102998	Colon	19.6321	5.12142	0.130435
SRR1475993	Esophagus	7.41127	1.71029	0.115384
SRR1473185	Brain	1.2896	0	0
SRR1407000	Colon	17.7784	4.60922	0.12963
SRR1093434	Pancreas	6.28122	1.39583	0.111111
SRR614335	Blood Vessel	24.1887	6.40289	0.132353
SRR1489803	Breast	12.1559	3.03897	0.125
SRR1367965	Skin	12.1506	3.03764	0.125
SRR1470855	Colon	19.0572	4.97144	0.130435
SRR1076868	Pancreas	3.18292	0.530487	0.0833334
SRR1458870	Ovary	27.4026	7.30736	0.133333
SRR658021	Thyroid	17.4793	4.53168	0.12963
SRR1476760	Stomach	21.427	5.63869	0.131579
SRR1460095	Small Intestine	16.4355	4.24143	0.129033
SRR1435963	Skin	21.3359	5.6147	0.131579
SRR1367088	Esophagus	23.4099	6.19674	0.132353
SRR1409854	Adipose Tissue	17.9181	4.65871	0.13
SRR1355172	Adipose Tissue	17.2518	4.47269	0.12963
SRR1393572	Pancreas	8.56105	2.03835	0.119048
SRR807799	Thyroid	35.931	9.71109	0.135135
SRR1086369	Uterus	18.524	4.83234	0.130435
SRR815422	Nerve	16.1433	4.16602	0.129032
SRR1068905	Testis	6.18893	1.37532	0.111111
SRR1465189	Nerve	17.031	4.41544	0.129629
SRR1092749	Colon	6.18456	1.37435	0.111111
SRR1485954	Brain	1.28299	0	0
SRR1488017	Blood Vessel	53.9202	14.7639	0.136905
SRR1339722	Blood Vessel	6.16435	1.36986	0.111111
SRR1345200	Testis	6.16341	1.36965	0.111111
SRR1475147	Small Intestine	11.7017	2.92542	0.125
SRR1326624	Muscle	1.28072	0	0
SRR1098240	Blood Vessel	18.0186	4.70051	0.130435
SRR1399314	Skin	11.6509	2.91273	0.125
SRR1473654	Brain	4.44504	0.889007	0.0999999
SRR1455460	Skin	16.6178	4.30833	0.12963
SRR1341321	Stomach	11.632	2.90799	0.125
SRR663585	Blood	14.6461	3.75541	0.128205
SRR1400507	Adrenal Gland	43.6624	11.9079	0.136363
SRR1398887	Skin	17.8896	4.66685	0.130435
SRR1445573	Esophagus	30.6005	8.2386	0.134615
SRR1440962	Brain	3.14463	0.524105	0.0833333
SRR813431	Testis	8.73166	2.0956	0.12
SRR1384290	Skin	16.3223	4.2317	0.129629
SRR1349540	Thyroid	11.4878	2.87195	0.125
SRR612287	Blood Vessel	29.7342	8.00535	0.134615
SRR1448051	Lung	27.5884	7.40177	0.134146
SRR1095768	Esophagus	27.4291	7.35902	0.134146
SRR1383907	Adipose Tissue	17.4955	4.56406	0.130435
SRR1386910	Prostate	27.3931	7.34938	0.134147
SRR1405921	Colon	11.4089	2.85222	0.125
SRR814108	Colon	11.4047	2.85118	0.125
SRR1406621	Breast	24.1613	6.44302	0.133333
SRR1435857	Pancreas	4.39893	0.879786	0.1
SRR1096432	Esophagus	19.3555	5.09356	0.131579
SRR1361838	Uterus	21.0539	5.57309	0.132353
SRR1419318	Blood Vessel	26.6499	7.14998	0.134146
SRR1455195	Adipose Tissue	32.3164	8.75235	0.135417
SRR1084252	Stomach	11.219	2.80474	0.125
SRR1354446	Brain	1.27288	0	0
SRR1340553	Blood Vessel	61.369	16.9495	0.138095
SRR1486080	Kidney	18.9986	4.99962	0.131579
SRR1500071	Colon	16.9232	4.41474	0.130435
SRR1405641	Pituitary	15.7026	4.07104	0.129629
SRR1388257	Uterus	15.6625	4.06065	0.12963
SRR1436583	Colon	16.805	4.38392	0.130435
SRR1323651	Esophagus	25.6926	6.89314	0.134146
SRR818646	Uterus	18.7639	4.93786	0.131579
SRR1474930	Esophagus	16.7556	4.37102	0.130435
SRR615323	Muscle	1.27113	0	0
SRR1330831	Colon	18.6586	4.91017	0.131579
SRR1333971	Esophagus	29.531	7.98135	0.135135
SRR1315912	Skin	11.0516	2.76291	0.125
SRR1340989	Vagina	16.6001	4.33046	0.130435
SRR1084369	Muscle	4.34926	0.869852	0.1
SRR1096222	Nerve	15.3924	3.99061	0.129629
SRR1094430	Blood Vessel	43.9932	12.0766	0.137255
SRR657891	Brain	5.93201	1.31822	0.111111
SRR1454629	Blood Vessel	15.2856	3.96292	0.129629
SRR1469591	Heart	1.26784	0	0
SRR614864	Adipose Tissue	10.9152	2.7288	0.125
SRR1102875	Adrenal Gland	35.2648	9.61768	0.136364
SRR1093124	Vagina	16.1007	4.20018	0.130435
SRR1433311	Thyroid	34.1002	9.30006	0.136364
SRR1459561	Breast	10.7527	2.68816	0.124999
SRR613987	Nerve	10.7278	2.68196	0.125
SRR1409326	Colon	14.8286	3.84446	0.12963
SRR1443800	Colon	23.6821	6.35373	0.134146
SRR1332928	Blood Vessel	38.7224	10.6174	0.137096
SRR1335188	Nerve	6.79608	1.56833	0.115385
SRR1084649	Brain	3.06641	0.511069	0.0833334
SRR1358161	Esophagus	15.7893	4.11894	0.130435
SRR1398013	Skin	21.1648	5.64394	0.133333
SRR1474577	Blood Vessel	38.0648	10.4371	0.137096
SRR1341583	Ovary	4.28449	0.856897	0.0999999
SRR1437644	Breast	21.0156	5.60416	0.133333
SRR1348094	Colon	15.6776	4.0898	0.130435
SRR1391901	Nerve	21.0073	5.60195	0.133333
SRR1469214	Nerve	10.6221	2.65552	0.125
SRR1095744	Esophagus	20.9293	5.58113	0.133333
SRR1381821	Vagina	24.6062	6.62475	0.134615
SRR1392525	Adrenal Gland	28.3938	7.7	0.135593
SRR607911	Skin	15.5008	4.0437	0.130435
SRR612767	Muscle	1.2603	0	0
SRR1414727	Muscle	3.04933	0.508221	0.0833332
SRR1434048	Lung	43.4565	11.988	0.137931
SRR820280	Esophagus	25.0818	6.76811	0.134921
SRR658117	Thyroid	10.4919	2.62298	0.125
SRR1467035	Nerve	10.4847	2.62118	0.125
SRR1307997	Blood Vessel	31.2939	8.5347	0.136364
SRR1366895	Skin	20.2124	5.38997	0.133333
SRR1454785	Adrenal Gland	54.1053	15.0293	0.138889
SRR1393529	Colon	10.3491	2.58727	0.125
SRR1074934	Small Intestine	19.9501	5.32004	0.133334
SRR1442231	Lung	40.6935	11.2258	0.137931
SRR1312501	Adipose Tissue	14.0466	3.64172	0.12963
SRR1469570	Blood Vessel	23.0874	6.21584	0.134615
SRR1075804	Liver	4.21762	0.843524	0.1
SRR1400467	Skin	14.915	3.89086	0.130434
SRR612959	Skin	10.2568	2.56421	0.125
SRR1454971	Skin	29.4433	8.02998	0.136363
SRR1456794	Esophagus	10.2252	2.5563	0.125
SRR1093410	Vagina	14.8044	3.86201	0.130435
SRR1367150	Skin	19.4253	5.18008	0.133333
SRR1430202	Pancreas	1.25392	0	0
SRR1453875	Esophagus	14.766	3.85199	0.130434
SRR1490568	Brain	1.25388	0	0
SRR1475653	Skin	14.7301	3.84265	0.130435
SRR1083052	Breast	14.7243	3.84111	0.130434
SRR1437163	Prostate	13.8018	3.57825	0.12963
SRR1458380	Colon	10.1567	2.53918	0.125
SRR1410612	Vagina	14.6957	3.83367	0.130435
SRR1470273	Ovary	23.8844	6.45523	0.135135
SRR1352457	Breast	19.1883	5.11688	0.133333
SRR1376356	Nerve	10.0873	2.52184	0.125001
SRR1073755	Brain	5.64374	1.25416	0.111111
SRR1355635	Brain	1.25087	0	0
SRR1333167	Colon	14.4592	3.77197	0.130435
SRR1351280	Muscle	1.25071	0	0
SRR1486475	Brain	3.00295	0.500491	0.0833332
SRR665310	Adipose Tissue	12.5375	3.22392	0.128571
SRR1077944	Spleen	15.8884	4.18117	0.131579
SRR1313625	Colon	10.0105	2.50263	0.125
SRR1309556	Muscle	1.24972	0	0
SRR818961	Nerve	18.6902	4.98405	0.133333
SRR1398971	Thyroid	21.5828	5.81075	0.134615
SRR1360545	Stomach	21.4579	5.77712	0.134615
SRR1341539	Breast	14.1402	3.68875	0.130435
SRR1405965	Skin	26.5872	7.25105	0.136364
SRR1377599	Adipose Tissue	34.5418	9.52879	0.137931
SRR1335338	Testis	2.98538	0.497563	0.0833333
SRR612851	Blood Vessel	9.83747	2.45937	0.125
SRR1489092	Blood Vessel	36.6961	10.15	0.138298
SRR1308860	Prostate	13.9873	3.64887	0.130435
SRR603658	Brain	1.24575	0	0
SRR1459609	Esophagus	15.341	4.03711	0.131579
SRR1332443	Adipose Tissue	13.9174	3.63062	0.130435
SRR1403934	Esophagus	22.7535	6.16242	0.135417
SRR1315780	Esophagus	20.5986	5.54578	0.134615
SRR1379089	Lung	40.5287	11.258	0.138889
SRR1072821	Stomach	9.73329	2.43332	0.125
SRR1081116	Colon	9.70919	2.4273	0.125
SRR1317939	Esophagus	30.2465	8.31779	0.1375
SRR1317110	Colon	9.68656	2.42164	0.125
SRR1083824	Adrenal Gland	32.5494	8.97914	0.137931
SRR1466619	Blood Vessel	21.4864	5.80715	0.135135
SRR1499482	Blood Vessel	21.3899	5.78106	0.135135
SRR600584	Lung	43.2039	12.0404	0.139344
SRR659283	Heart	1.24158	0	0
SRR1466490	Stomach	1.241	0	0
SRR1384331	Stomach	9.57289	2.39322	0.125
SRR1402009	Esophagus	33.3202	9.21623	0.138298
SRR1321401	Nerve	14.763	3.885	0.131579
SRR615044	Muscle	4.07529	0.815058	0.1
SRR1487764	Pancreas	5.46141	1.21365	0.111111
SRR1358755	Blood Vessel	47.3713	13.264	0.14
SRR1478834	Blood Vessel	36.3756	10.1043	0.138888
SRR1077549	Spleen	23.9371	6.5283	0.136364
SRR1320827	Blood Vessel	44.1162	12.3336	0.139785
SRR1378707	Colon	19.337	5.20611	0.134615
SRR1102176	Colon	9.45853	2.36463	0.125
SRR1442400	Esophagus	12.5094	3.24318	0.12963
SRR1079973	Small Intestine	20.3903	5.5109	0.135135
SRR1352391	Lung	53.5516	15.0614	0.140625
SRR1320806	Esophagus	14.371	3.78184	0.131579
SRR1490785	Esophagus	18.8714	5.08076	0.134615
SRR1340531	Colon	9.32296	2.33074	0.125
SRR1327747	Spleen	14.1975	3.73618	0.131579
SRR1401084	Esophagus	25.9302	7.11809	0.137255
SRR1323152	Muscle	5.38429	1.19651	0.111111
SRR1073679	Blood	26.5876	7.31158	0.1375
SRR1479216	Skin	16.3828	4.36875	0.133333
SRR1089833	Cervix Uteri	14.0735	3.70355	0.131579
SRR1452399	Esophagus	12.8909	3.36285	0.130435
SRR1329726	Stomach	5.36178	1.19151	0.111111
SRR1403412	Pancreas	4.0157	0.80314	0.1
SRR1363926	Blood Vessel	29.6512	8.20141	0.138298
SRR1308200	Heart	12.7856	3.33538	0.130435
SRR1359509	Colon	18.2042	4.90113	0.134615
SRR1375796	Muscle	5.3366	1.18591	0.111111
SRR1444541	Blood Vessel	28.918	7.99858	0.138298
SRR1360523	Thyroid	21.8224	5.95158	0.136364
SRR1455038	Adipose Tissue	13.7431	3.6166	0.131579
SRR1354999	Esophagus	17.9258	4.82617	0.134615
SRR1446695	Skin	12.5812	3.28205	0.130435
SRR1487019	Skin	32.8662	9.14833	0.139175
SRR1353076	Adrenal Gland	49.7898	14.0433	0.141026
SRR1345914	Adipose Tissue	13.5513	3.56614	0.131579
SRR1340617	Heart	13.5493	3.56559	0.131578
SRR1358561	Brain	3.97371	0.794742	0.1
SRR1454031	Colon	9.00081	2.2502	0.125
SRR1358220	Muscle	1.22723	0	0
SRR1391494	Adrenal Gland	33.9687	9.47963	0.139535
SRR1323002	Colon	12.379	3.2293	0.130435
SRR1333528	Skin	27.265	7.54137	0.138298
SRR1360442	Heart	5.26935	1.17097	0.111111
SRR816629	Ovary	11.6659	3.02449	0.12963
SRR1465356	Brain	5.26162	1.16925	0.111111
SRR1390349	Ovary	27.0433	7.48006	0.138298
SRR1083504	Colon	20.8782	5.69406	0.136364
SRR1481419	Adipose Tissue	8.92851	2.23213	0.125
SRR1374270	Blood Vessel	38.5707	10.8269	0.140351
SRR1088340	Heart	20.6381	5.62858	0.136364
SRR1413205	Skin	20.6126	5.62161	0.136363
SRR1077599	Esophagus	17.0955	4.60262	0.134615
SRR1088680	Stomach	25.0828	6.91938	0.137931
SRR815588	Testis	5.9826	1.3806	0.115385
SRR2165527	Blood Vessel	35.4705	9.93546	0.140052
SRR664854	Brain	5.963	1.37608	0.115385
SRR1317790	Skin	8.80476	2.20119	0.125
SRR1343720	Pituitary	12.0234	3.13655	0.130435
SRR1099809	Blood Vessel	27.9198	7.7555	0.138889
SRR1365850	Thyroid	29.9068	8.33468	0.139344
SRR1436280	Colon	27.7319	7.70329	0.138889
SRR1466927	Esophagus	19.8164	5.40447	0.136364
SRR1337155	Blood Vessel	32.6753	9.14909	0.14
SRR1101981	Stomach	8.6673	2.16683	0.125
SRR1469662	Salivary Gland	23.5024	6.48343	0.137931
SRR1414812	Skin	14.5648	3.88393	0.133333
SRR662906	Muscle	1.21786	0	0
SRR1466469	Ovary	24.4491	6.76253	0.138298
SRR615479	Muscle	1.21734	0	0
SRR1357210	Lung	19.1182	5.21404	0.136363
SRR1076465	Small Intestine	19.0776	5.20297	0.136363
SRR1471243	Blood Vessel	35.2049	9.90138	0.140625
SRR1466154	Skin	12.582	3.31105	0.131579
SRR1441224	Brain	1.21569	0	0
SRR1080342	Uterus	22.7406	6.27326	0.137931
SRR1439742	Muscle	5.11403	1.13645	0.111111
SRR603292	Skin	15.8994	4.2806	0.134615
SRR608096	Heart	8.52202	2.1305	0.125
SRR1401491	Blood Vessel	25.5941	7.10948	0.138889
SRR1319793	Ovary	28.1104	7.84477	0.139535
SRR1474440	Stomach	8.49469	2.12367	0.125
SRR1384210	Ovary	16.4788	4.45374	0.135135
SRR1310836	Muscle	3.85904	0.771809	0.1
SRR1434568	Heart	12.3722	3.25583	0.131578
SRR1347298	Skin	18.5709	5.0648	0.136364
SRR1500450	Adipose Tissue	8.46249	2.11562	0.125
SRR1396822	Esophagus	12.3417	3.24783	0.13158
SRR1084228	Vagina	14.0597	3.74926	0.133334
SRR1347998	Testis	5.07874	1.12861	0.111111
SRR1442250	Heart	1.2126	0	0
SRR1320321	Muscle	1.21256	0	0
SRR814820	Stomach	26.5511	7.39948	0.139344
SRR1445408	Brain	5.06121	1.12471	0.111111
SRR1413414	Brain	1.21114	0	0
SRR1079591	Brain	3.83737	0.767474	0.1
SRR1078562	Esophagus	26.8665	7.49763	0.139535
SRR659355	Skin	13.8114	3.68304	0.133333
SRR1465632	Brain	8.3558	2.08895	0.125
SRR1475885	Blood Vessel	21.4594	5.91985	0.137931
SRR1068687	Esophagus	24.25	6.73612	0.138889
SRR1322494	Thyroid	24.2269	6.72969	0.138889
SRR1341142	Testis	8.31544	2.07886	0.125
SRR1481297	Breast	15.1719	4.08474	0.134615
SRR1473567	Pituitary	17.8113	4.85763	0.136364
SRR657552	Nerve	17.7719	4.84687	0.136363
SRR1313747	Vagina	15.0376	4.0486	0.134616
SRR1309680	Adipose Tissue	15.0065	4.04021	0.134615
SRR1471862	Thyroid	20.8168	5.74258	0.137931
SRR615419	Skin	14.9221	4.0175	0.134616
SRR1489007	Uterus	17.4847	4.76855	0.136364
SRR1404339	Salivary Gland	17.465	4.76319	0.136364
SRR1468722	Adipose Tissue	11.8384	3.11538	0.131579
SRR1487403	Colon	11.8335	3.11407	0.131579
SRR1432106	Blood Vessel	20.5778	5.67662	0.137931
SRR817658	Brain	20.5627	5.67248	0.137931
SRR1419615	Heart	8.20869	2.05217	0.125
SRR1100564	Blood Vessel	33.4812	9.46206	0.141304
SRR1403526	Nerve	17.2603	4.70734	0.136363
SRR1352936	Heart	2.79075	0.465125	0.0833333
SRR1485912	Skin	26.5438	7.43226	0.14
SRR1401839	Muscle	1.20441	0	0
SRR1451838	Blood Vessel	32.8611	9.28684	0.141304
SRR1414661	Breast	22.6636	6.29545	0.138889
SRR614407	Blood Vessel	32.8204	9.27533	0.141304
SRR1478571	Colon	8.13808	2.03452	0.125
SRR1431887	Esophagus	20.0574	5.53307	0.137931
SRR1387091	Heart	8.10244	2.02561	0.125
SRR1339573	Liver	13.0745	3.48654	0.133334
SRR1430591	Adipose Tissue	30.3265	8.55363	0.141026
SRR816677	Pituitary	12.997	3.46585	0.133333
SRR1411046	Skin	19.5831	5.40223	0.137931
SRR1389820	Skin	21.9054	6.08482	0.138889
SRR1499395	Liver	8.03842	2.0096	0.125
SRR1498885	Blood Vessel	31.0968	8.78824	0.141305
SRR1441868	Blood Vessel	32.068	9.07585	0.141509
SRR819793	Brain	2.77133	0.461888	0.0833333
SRR1311531	Adrenal Gland	31.4359	8.89695	0.141509
SRR1072650	Heart	3.74268	0.748536	0.1
SRR1466239	Skin	16.3714	4.46493	0.136364
SRR1355284	Nerve	12.691	3.38428	0.133334
SRR1325906	Adipose Tissue	26.6476	7.49465	0.140625
SRR613675	Adipose Tissue	7.90027	1.97507	0.125
SRR1361174	Adipose Tissue	18.6461	5.14375	0.137931
SRR1439994	Blood Vessel	25.9833	7.30782	0.140625
SRR1367825	Adipose Tissue	11.1245	2.92749	0.131578
SRR1093673	Blood Vessel	27.36	7.71692	0.141026
SRR1418412	Esophagus	25.6865	7.22434	0.140625
SRR1349320	Liver	7.81788	1.95447	0.125
SRR1415615	Esophagus	20.3537	5.65379	0.138889
SRR1317731	Esophagus	20.3381	5.64948	0.138889
SRR1359529	Thyroid	20.3069	5.64082	0.138889
SRR1077159	Uterus	20.2556	5.62655	0.138889
SRR1475345	Blood Vessel	25.2917	7.11329	0.140625
SRR1435136	Blood Vessel	37.0696	10.5913	0.142857
SRR1321877	Liver	7.77091	1.94273	0.125
SRR1447808	Esophagus	24.7371	6.95732	0.140625
SRR1469300	Skin	50.0671	14.4424	0.14423
SRR1353136	Blood Vessel	26.1418	7.37332	0.141025
SRR1098543	Pancreas	7.72952	1.93238	0.125
SRR1311131	Nerve	15.3642	4.19023	0.136363
SRR1332835	Heart	7.71291	1.92823	0.125
SRR1315517	Blood	3.68142	0.736284	0.1
SRR1433374	Breast	26.8372	7.58442	0.141304
SRR661493	Thyroid	7.69872	1.92468	0.125
SRR1478593	Testis	1.19056	0	0
SRR814611	Heart	3.67687	0.735375	0.1
SRR1338468	Uterus	4.78684	1.06374	0.111111
SRR1349080	Skin	15.2411	4.15666	0.136364
SRR1369008	Colon	10.738	2.8258	0.131579
SRR810899	Testis	20.8448	5.81714	0.139535
SRR1435688	Skin	55.5534	16.0949	0.14486
SRR1079636	Nerve	3.66406	0.732813	0.1
SRR1435248	Muscle	1.18873	0	0
SRR1435442	Blood Vessel	24.9107	7.02609	0.141026
SRR1319502	Colon	7.60655	1.90164	0.125
SRR656758	Blood Vessel	27.2003	7.70675	0.141667
SRR1455653	Liver	17.2305	4.75324	0.137931
SRR1489286	Muscle	3.6538	0.73076	0.1
SRR1368896	Nerve	14.9027	4.06438	0.136364
SRR814052	Nerve	10.5958	2.78836	0.131579
SRR655447	Breast	16.0835	4.41509	0.137255
SRR1447192	Uterus	12.9281	3.48064	0.134615
SRR1347772	Adipose Tissue	18.8209	5.22802	0.138889
SRR1078234	Skin	23.0384	6.47954	0.140625
SRR604480	Lung	32.4519	9.27197	0.142857
SRR1392795	Heart	14.7491	4.02249	0.136364
SRR1361156	Heart	12.7916	3.4439	0.134616
